[ID],[BallNo],[Comment],[Page URL]
"126","17.2","Herath to Taylor, 1 run, hit and go...whipped with string wrists straight to midwicket but Taylor is so quick between the wickets","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"127","17.3","Herath to Root, 1 run, dabbed into the off side","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"128","17.4","Herath to Taylor, 1 run, slightly shorter, played off the back foot into the off side","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"129","17.5","Herath to Root, no run, fired in full, dug out back to Herath","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"130","17.6","Herath to Root, no run, opens the face off the back foot and finds point","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"131","18.1","BMAJ Mendis to Taylor, no run, goes for the sweep, it's a loopier delivery, gets taken on the pad","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"132","18.2","BMAJ Mendis to Taylor, no run, played back to the bowler","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"133","18.3","BMAJ Mendis to Taylor, no run, nearly a mix-up! Taylor was down the pitch, driving firmly to mid-on. Taylor was off straight away but Root had needed to take evasive action at the non-striker's end so couldn't respond as quickly","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"134","18.4","BMAJ Mendis to Taylor, no run, given! Going for the sweep, and umpire Davis is up quickly. But Taylor signals for a review instantly which suggests he's confident he's hit it. And the reply shows a healthy bottom edge into the pad","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"135","18.5","BMAJ Mendis to Taylor, no run, driven off the back foot to cover","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"136","18.6","BMAJ Mendis to Taylor, no run, misses out on a short delivery as he picks out Dilshan in the off side","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"137","A maiden from Mendis","A maiden from Mendis","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"138","And now it's the other Mendis - Ajantha","And now it's the other Mendis - Ajantha","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"139","19.1","BAW Mendis to Root, 1 run, starts full and it's eased down the ground to long on","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"140","19.2","BAW Mendis to Taylor, 2 runs, paddle-sweeps this from around off stump over his shoulder and down towards fine leg","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"141","Fifty stand between this pair","Fifty stand between this pair","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"142","19.3","BAW Mendis to Taylor, 1 run, down the pitch and whips along the ground through midwicket","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"143","DanielAlexander: ""Mix-up, dives, appeal, review and after all those drama, no runs scored off that over ""","DanielAlexander: ""Mix-up, dives, appeal, review and after all those drama, no runs scored off that over ""","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"144","19.4","BAW Mendis to Root, no run, played into the off side","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"145","19.5","BAW Mendis to Root, 1 run, comes down the track and drives just to the right of mid-off who is inside the circle","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"146","19.6","BAW Mendis to Taylor, SIX, excellent power and placement, goes over the top as he launches a full delivery over the long-off rope","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"147","20.1","BMAJ Mendis to Root, SIX, back-to-back sixes, for different batsmen, as Root brings out the slog sweep as he picks the googly from Jeevan and clears wide long on","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"148","20.2","BMAJ Mendis to Root, 1 run, driven down to long on","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"149","20.3","BMAJ Mendis to Taylor, FOUR, more aggression from Taylor as he comes down the pitch and lofts it over mid-on who had been brought inside the circle, clears him comfortable and beats long off who was running around","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"150","20.4","BMAJ Mendis to Taylor, 1 run, full delivery, eased down the ground to long off","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"151","20.5","BMAJ Mendis to Root, 2 runs, opens the face and finds short third man, they get a bonus run as the bowler misses the throw with both Taylor and Root alert to the situation","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"152","20.6","BMAJ Mendis to Root, no run, full on leg stump, defended","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"153","Surath: ""All the pressure built leading upto Ajanthas over is wasted. No turn, Not pitching it in the right areas, easy picking for the batters! Why is he even in the team? ""","Surath: ""All the pressure built leading upto Ajanthas over is wasted. No turn, Not pitching it in the right areas, easy picking for the batters! Why is he even in the team? ""","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"154","21.1","BAW Mendis to Taylor, 1 run, outside off, pushed into the off side and that takes him to a maiden ODI fifty","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"155","21.2","BAW Mendis to Root, no run, angled into the pads, Root misses his flick","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"156","21.3","BAW Mendis to Root, 1 run, angled to short third man, another single straight to a fielder for this pair","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"157","21.4","BAW Mendis to Taylor, 1 run, down the pitch, loses his shape a little and ends up heaving it through midwicket","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"158","21.5","BAW Mendis to Root, 1 run, driven up to mid-off who fumbles but it wouldn't have been able to stop the run","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"159","21.6","BAW Mendis to Taylor, 1 run, paddles this from outside off behind square on the leg side...Sangakkara saw Taylor shaping for the shot and started to move to his left, but the ball was well wide of him","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"160","Back to some pace with Prasad","Back to some pace with Prasad","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"161","22.1","Prasad to Taylor, 2 runs, back of a length, pulls it through straight midwicket","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"162","22.2","Prasad to Taylor, 2 runs, now he uses his feet to the quick, too, and whips it through midwicket although wasn't entirely in control as his bottom hand came off the bat","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"163","22.3","Prasad to Taylor, no run, jabs down on a full delivery, there's an appeal for caught behind...the umpires come together for a chat, and decide to go upstairs. This is not a player review. Pictures aren't especially clear. The ball goes under the toe-end of Taylor's bat. And it's given not out.","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"164","22.4","Prasad to Taylor, 1 run, angled into the pads, flicked to deep midwicket","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"165","22.5","Prasad to Root, no run, another appeal, for lbw this time, as Root falls across his shot but the keeper was heading down the leg side...easily missing the stumps","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"166","22.6","Prasad to Root, 1 run, that was a tight run! Dabbed square of the wicket and Taylor would have been struggling with a direct hit from backward point","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"167","23.1","BAW Mendis to Root, 1 run, full on the stumps, worked to deep midwicket","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"168","23.2","BAW Mendis to Taylor, 1 run, dragged down short, pulled in front of square but straight to the man in the deep","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"169","23.3","BAW Mendis to Root, 1 run, pushed down the leg side, would have been a wide if Root hadn't caught up with it and flicked to deep backward square","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"170","23.4","BAW Mendis to Taylor, no run, worked from outside off into the leg side","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"171","23.5","BAW Mendis to Taylor, 1 run, short and wide outside off, Taylor crashes this through the covers but just a single to the sweeper","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"172","23.6","BAW Mendis to Root, no run, driven square to point","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"173","24.1","Prasad to Taylor, no run, good delivery, full and straight, Taylor wanting to use his feet again and digs it out to the leg side...gets a few words from Prasad","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"174","24.2","Prasad to Taylor, no run, full toss, he can't beat mid-on which will annoy him","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"175","24.3","Prasad to Taylor, no run, full again, outside off and some late swing into Taylor who jabs it out towards the keeper","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"176","24.4","Prasad to Taylor, FOUR, moment of fortune for Taylor who was coming down the pitch again gets an inside edge just past leg stump and down to fine leg","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"177","24.5","Prasad to Taylor, 1 run, full outside off, whipped with bottom hand to mid-on and another sharp single","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"178","24.6","Prasad to Root, 1 run, nice drive from Root to a full delivery but it's a good piece of fielding at mid-off by the captain","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"179","With England forming a solid base, I'm going to hand over to Alex for the first time today","With England forming a solid base, I'm going to hand over to Alex for the first time today","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"180","Cheers Gnasher, morning sports fans, Rangana Herath into the attack...","Cheers Gnasher, morning sports fans, Rangana Herath into the attack...","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"181","25.1","Herath to Root, no run, off stump and quite full, pressed towards point","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"182","25.2","Herath to Root, no run, stays leg side to drive a straighter ball to extra cover","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"183","25.3","Herath to Root, OUT, stays leg side of this again, goes to drive again and gets bowled! The change works for Sri Lanka, Herath has struck with perhaps a quicker ball that Root has misjudged. He should have been playing much straighter but tried to slash it square and missed, losing his middle and off stumps, partnership broken","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"184","JE Root b Herath 36 (77m 49b 1x4 1x6) SR: 73.46","JE Root b Herath 36 (77m 49b 1x4 1x6) SR: 73.46","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"185","25.4","Herath to Bopara, no run, floaty full delivery, Bopara forward and pressing into the covers","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"186","25.5","Herath to Bopara, no run, straighter ball, defended up the wicket","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"187","25.6","Herath to Bopara, 1 run, opens the face to steer this wide of extra cover, it was in the air for a time","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"188","26.1","Prasad to Bopara, no run, full length on off stump, Bopara forward playing firmly into the covers","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"189","26.2","Prasad to Bopara, 1 run, fuller ball, driven to extra cover where there's a misfield and they get a run","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"190","26.3","Prasad to Taylor, no run, blockhole ball, Taylor gets it off the toe to extra cover","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"191","26.4","Prasad to Taylor, 1 run, another very full ball, dug out towards mid-on, they take on the fielder and a direct hit would have seen Taylor gone","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"192","26.5","Prasad to Bopara, 1 run, touch wider line, driven on the bounce to backward point who can't take it cleanly and they get a single","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"193","26.6","Prasad to Taylor, 1 run, cutter, a touch short, pulled out to deep square, Taylor gets an official warning here for running on the pitch, a few times he's gone up the middle","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"194","27.1","Herath to Taylor, no run, forward on off stump, playing with the outer half of the bat to cover","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"195","27.2","Herath to Taylor, 1 run, with the inner half this time, gets a thick-edged single into midwicket","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"196","27.3","Herath to Bopara, 1 run, fuller length, punched down to long-off","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"197","27.4","Herath to Taylor, 1 run, touch short, cut out to deep cover","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"198","27.5","Herath to Bopara, no run, full length rolled back to the bowler","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"199","27.6","Herath to Bopara, 1 run, down the track and slapped down to long-off","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"200","Thisara Perera now comes on...","Thisara Perera now comes on...","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"201","28.1","NLTC Perera to Bopara, no run, length ball on the stumps, patted back to the bowler","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"202","28.2","NLTC Perera to Bopara, no run, down the wicket, the bowler adjusts his length a little and Bopara can only push this to mid-off","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"203","28.3","NLTC Perera to Bopara, 1 run, similar length, this time Bopara stays in the crease and tucks this down to long leg","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"204","28.4","NLTC Perera to Taylor, FOUR, touch short and Taylor with very fast hands pulls and gets four through deep square","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"205","28.5","NLTC Perera to Taylor, 1 run, line a foot outside off this time and Taylor cuts to cover","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"206","28.6","NLTC Perera to Bopara, no run, fuller length, played forward and nudged to midwicket","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"207","Another change, it's now Jeevan Mendis...","Another change, it's now Jeevan Mendis...","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"208","29.1","BMAJ Mendis to Taylor, no run, short and Taylor cuts strangely up the wicket without timing so the bowler can field","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"209","29.2","BMAJ Mendis to Taylor, no run, cut again to a ball not that short and finds cover","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"210","29.3","BMAJ Mendis to Taylor, no run, back to pull this time finding midwicket now","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"211","29.4","BMAJ Mendis to Taylor, 1 run, finally finds the gap, nudging this up between mid-off and extra cover for a single","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"212","Seems to have tweaked his wrist Taylor, the gloves are off and he's wringing his hand. Out comes the physio and because of the enforced break they're going to take drinks. Bravo umpires saving us some time...","Seems to have tweaked his wrist Taylor, the gloves are off and he's wringing his hand. Out comes the physio and because of the enforced break they're going to take drinks. Bravo umpires saving us some time...","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"213","29.5","BMAJ Mendis to Bopara, no run, full length, played back to the bowler","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"214","29.6","BMAJ Mendis to Bopara, 2 runs, paddle swept off the stumps fine of deep backward square, Bopara runs hard and gets back for two","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"215","Decent platform here for England but they need another partnership now to set up the power players for late in the innings...","Decent platform here for England but they need another partnership now to set up the power players for late in the innings...","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"216","Tillakaratne Dilshan now comes on...","Tillakaratne Dilshan now comes on...","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"217","30.1","Dilshan to Taylor, 1 run, down the track, meets this on the full from outside off and clips it down to long-on","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"218","30.2","Dilshan to Bopara, no run, cut hard, comes off a but of a top edge but well short of short third man","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"219","30.3","Dilshan to Bopara, 1 run, back and clips this through square leg for an easy single","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"220","30.4","Dilshan to Taylor, 1 run, down the track, taps this up on the leg side, short midwicket can't cut it off","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"221","30.5","Dilshan to Bopara, 1 run, tad short, Bopara back pressing firmly down to long-on","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"222","30.6","Dilshan to Taylor, FOUR, down the track, aims off side and gets it away nicely, played a little in-to-out to send it over mid-off, comfy gap back there, one bounce four","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"223","We've seen this so often from Taylor in county cricket, great to see him simply carrying on now for England too...","We've seen this so often from Taylor in county cricket, great to see him simply carrying on now for England too...","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"224","31.1","BMAJ Mendis to Bopara, no run, full ball pressed to short midwicket","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"225","31.2","BMAJ Mendis to Bopara, 1 run, touch more off stump line and pressed down to long-on","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"226","31.3","BMAJ Mendis to Taylor, 1 leg bye, started to advance, the bowler fired it at leg stump, Taylor swept and missed, there was a ricochet into the off side and they scamper a single","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"227","31.4","BMAJ Mendis to Bopara, 1 run, leg stump line, flicked through square leg, 150 up","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"228","31.5","BMAJ Mendis to Taylor, no run, right back in the crease, pulled hard but only to short midwicket where the cool cookie Mathews makes the save","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"229","31.6","BMAJ Mendis to Taylor, no run, goes to sweep and gets struck on the pad, it deflects into the covers","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"230","32.1","Dilshan to Bopara, no run, back foot and clipped with the spin to square leg","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"231","32.2","Dilshan to Bopara, 1 run, tucks this in front of square leg this time so they scamper a single","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"232","32.3","Dilshan to Taylor, FOUR, great shot, took a shimmy down, the bowler dropped his length, Taylor adjusts and gets right down to sweep and nails it in the gap between the two deep fielders","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"233","32.4","Dilshan to Taylor, 1 run, down again, single whipped out to deep midwicket","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"234","32.5","Dilshan to Bopara, no run, tries to create some length with a backward step but is hurried into forcing this to midwicket","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"235","32.6","Dilshan to Bopara, 1 run, quicker ball touched to short long leg","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"236","Couple more before the batting Powerplay which, as ever, will be an important stage in the innings, can England make 300...","Couple more before the batting Powerplay which, as ever, will be an important stage in the innings, can England make 300...","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"237","33.1","BMAJ Mendis to Bopara, 5 runs, full length ran to mid-on, they take a quick single and then...hoho! The fielder throws it right over the keeper's head and it races away for four overthrows! Deep square charged around trying to save the boundary but to no avail, what an awful throw, think it was Thisara Perera","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"238","33.2","BMAJ Mendis to Taylor, 1 run, leg stump line and swept out to deep square","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"239","33.3","BMAJ Mendis to Bopara, 1 run, full length whipped out to long-on, always so calm is Bopara","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"240","A very straight deep extra-cover is back...","A very straight deep extra-cover is back...","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"241","33.4","BMAJ Mendis to Taylor, 2 runs, but this is leg side runs, two of them wide of long-on, excellent placement and running","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"242","33.5","BMAJ Mendis to Taylor, no run, cramped a little around middle and leg, forces this to short midwicket","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"243","33.6","BMAJ Mendis to Taylor, 1 run, back tickling this around the corner, an easy single","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"244","Taylor getting a little more treatment on his wrist as the batting Powerplay is taken. Ajantha Medis to bowl...","Taylor getting a little more treatment on his wrist as the batting Powerplay is taken. Ajantha Medis to bowl...","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"245","34.1","BAW Mendis to Taylor, 1 run, driven down the ground, not the best timing so they could get a second but long-on is around in time","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"246","34.2","BAW Mendis to Bopara, no run, back just defending this up the wicket","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
"247","34.3","BAW Mendis to Bopara, 1 run, dropped from the off stump in front of point for a sharp single","http://www.espncricinfo.com/ci/engine/match/750669.html?innings=1;page=1;view=commentary"
